Moredo,moredo.png,moredo_armor.png,moredo_drone.png,,
Mars,mars.png,mars_force.png,mars_drone.png,107,58
Daedalus,daedalus.png,daedalus_force.png,daedalus_drone.png,179,40
Hyper,hyper.png,hyper_force.png,80,100
Cargo Train,cargo.png,cargo_force.png,,115,20
Lightseeker,LightseekerBody.png,LightseekerForce.png,LightseekerDrone.png,180,15
Egg,egg.png,egg_force.png,110,120
Eggcelent Flier,eggcelent.png,eggcelent_force.png,eggcelent_drone.png,130,80

Prykar,Prykar_body.png,Prykar_force.png,Prykar_drone.png,115,45
Celestial Costume,Enemy_Celestial_Body.png,Enemy_Cel,,,
